Ticker,Report Date,SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Net Income/Starting Line,Depreciation & Amortization,Non-Cash Items,Change in Working Capital,Change in Accounts Receivable,Change in Inventories,Change in Accounts Payable,Change in Other,Net Cash from Operating Activities,Change in Fixed Assets & Intangibles,Net Change in Long Term Investment,Net Cash from Acquisitions & Divestitures,Net Cash from Investing Activities,Dividends Paid,Cash from (Repayment of) Debt,Cash from (Repurchase of) Equity,Net Cash from Financing Activities,Net Change in Cash
APC,6/30/2019,67564,USD,2019,Q2,7/30/2019,7/30/2019,492000000,492000000,-945000000,1161000000,305000000,255000000,,,,,776000000,-1278000000,,,-1257000000,-149000000,275000000,30000000,-149000000,-629000000
APEI,12/31/2016,1234045,USD,2016,Q4,3/1/2017,3/12/2019,16098870,16331831,6893000,4760000,2658000,-985000,,,,,13326000,-5885000,0,,-4421000,,,-127000,-245000,8660000
APEI,3/31/2017,1234045,USD,2017,Q1,5/9/2017,5/8/2018,16190061,16320858,4509000,4744000,4304000,-8503000,,,,,5054000,-1670000,,,-2297000,,,-1304000,-1304000,1453000
APEI,6/30/2017,1234045,USD,2017,Q2,8/8/2017,8/8/2018,16238547,16358980,3829000,4726000,1600000,1062000,,,,,11217000,-618000,,,-1893000,,,0,0,9324000
APEI,9/30/2017,1234045,USD,2017,Q3,11/7/2017,11/6/2018,16248999,16374851,4366000,4690000,579000,3353000,,,,,12988000,-2754000,,,-3857000,,,0,0,9131000
APEI,12/31/2017,1234045,USD,2017,Q4,2/27/2018,3/10/2020,16266393,16465311,8417000,4616000,2145000,3501000,,,,,18679000,-8253000,-300000,,-5548000,,,-185000,-185000,12946000
APEI,3/31/2018,1234045,USD,2018,Q1,5/8/2018,5/7/2019,16360000,16534053,4589000,4522000,3060000,-1927000,,,,,10244000,-1666000,,,-1666000,,,-1615000,-1615000,6963000
APEI,6/30/2018,1234045,USD,2018,Q2,8/8/2018,8/6/2019,16408000,16687947,6458000,4347000,2469000,-3952000,,,,,9322000,-1893000,,,-1893000,,,0,0,7429000
APEI,9/30/2018,1234045,USD,2018,Q3,11/6/2018,11/12/2019,16424449,16660596,5499000,4289000,2372000,-6171000,,,,,5989000,-1790000,,,-1790000,,,-200000,-200000,3999000
APEI,12/31/2018,1234045,USD,2018,Q4,3/12/2019,3/9/2021,16423551,16653404,9093000,4343000,61000,5127000,,,,,18624000,-4081000,,,-4081000,,,-8000,-8000,14535000
APEI,3/31/2019,1234045,USD,2019,Q1,5/7/2019,5/11/2020,16533205,16662000,1011000,4051000,9906000,-7073000,,,,,7895000,-1585000,,,-1585000,,,-2513000,-2513000,3797000
APEI,6/30/2019,1234045,USD,2019,Q2,8/6/2019,8/10/2020,16510795,16680000,4921000,3943000,1832000,5129000,,,,,15825000,-1372000,,,-1372000,,,-9548000,-9548000,4905000
APEI,9/30/2019,1234045,USD,2019,Q3,11/12/2019,11/9/2020,15961000,16118511,-1638000,3764000,3299000,2791000,,,,,8216000,-1194000,,,-1194000,,,-17752000,-17752000,-10730000
APEI,12/31/2019,1234045,USD,2019,Q4,3/10/2020,3/2/2022,15024000,15116000,5719000,3838000,-1549000,-1574000,,,,,6434000,-3104000,,,-3104000,,,-10693000,-10693000,-7363000
APEI,3/31/2020,1234045,USD,2020,Q1,5/11/2020,5/10/2021,15024000,15116000,2420000,3338000,3801000,1963000,,,,,11522000,-1869000,,,-1869000,,,-15554000,-15554000,-5901000
APEI,6/30/2020,1234045,USD,2020,Q2,8/10/2020,8/9/2021,14790000,14936000,6689000,3391000,2426000,7717000,,,,,20223000,-1024000,,,-1024000,,,0,0,19199000
APEI,9/30/2020,1234045,USD,2020,Q3,11/9/2020,11/8/2021,14796000,15011000,2642000,3226000,1780000,5340000,,,,,12988000,-866000,,,-866000,,,-151000,-151000,11971000
APEI,12/31/2020,1234045,USD,2020,Q4,3/9/2021,3/2/2022,16211000,16422000,7071000,3029000,-861000,-9162000,,,,,77000,-400000,,,-400000,,,0,0,-323000
APEI,3/31/2021,1234045,USD,2021,Q1,5/10/2021,5/10/2022,16211000,16422000,8107000,2651000,3842000,-3374000,,,,,11226000,-1528000,,,-1528000,,,83432000,83432000,93130000
APEI,6/30/2021,1234045,USD,2021,Q2,8/9/2021,8/9/2022,18697000,18886000,531000,2524000,2983000,-8366000,,,,,-2328000,-1500000,,,-1500000,,,-35000,-35000,-3863000
APEI,9/30/2021,1234045,USD,2021,Q3,11/8/2021,8/9/2022,18714000,18836000,-267000,4386000,2871000,-15309000,,,,,-8319000,-2785000,,-325509000,-328294000,,,-224000,161147000,-175466000
APH,12/31/2016,65820,USD,2016,Q4,2/17/2017,2/21/2018,616600000,631000000,238300000,53400000,-29000000,86200000,,,,,348900000,-51400000,,-32500000,-67800000,-43300000,37400000,-69800000,-65500000,181000000
APH,3/31/2017,65820,USD,2017,Q1,5/4/2017,5/3/2018,613200000,632800000,227300000,54100000,16600000,-60200000,,,,,237800000,-48400000,,-46600000,8900000,-49300000,225300000,-225500000,-53700000,208300000
APH,6/30/2017,65820,USD,2017,Q2,8/3/2017,7/31/2018,611600000,632400000,253600000,56500000,13800000,-43500000,,,,,280400000,-51100000,,-152400000,-209400000,-48900000,159900000,-101400000,-11000000,74000000
APH,9/30/2017,65820,USD,2017,Q3,11/2/2017,10/26/2018,610000000,631400000,280200000,57900000,6100000,-146000000,,,,,198200000,-54300000,,-44500000,-92500000,-48900000,162700000,-94300000,17000000,135300000
APH,12/31/2017,65820,USD,2017,Q4,2/21/2018,2/13/2019,610800000,635400000,-100400000,58300000,199500000,270400000,,,,,427800000,-68700000,,-22000000,-87200000,-57900000,-19500000,-12700000,-92400000,266900000
APH,3/31/2018,65820,USD,2018,Q1,5/3/2018,5/3/2018,607400000,632000000,268300000,60500000,12500000,-211100000,,,,,130200000,-54100000,,-99500000,-142300000,-58100000,-304800000,-361400000,-728200000,-718900000
APH,6/30/2018,65820,USD,2018,Q2,7/31/2018,7/31/2018,601800000,624800000,287800000,61700000,-23400000,-61000000,,,,,265100000,-78500000,,-59300000,-140800000,-57400000,176200000,-233300000,-117700000,-35800000
APH,9/30/2018,65820,USD,2018,Q3,10/26/2018,10/26/2018,601000000,624800000,319600000,72300000,9800000,-62500000,,,,,339200000,-71800000,,-100000,-67200000,-68900000,-180200000,37500000,-222700000,33900000
APH,12/31/2018,65820,USD,2018,Q4,2/13/2019,2/13/2019,599400000,619200000,341200000,105200000,44700000,-112900000,,,,,378200000,-101200000,,0,-91500000,-69300000,320700000,-247300001,-1500001,280999999
APH,3/31/2019,65820,USD,2019,Q1,4/26/2019,4/26/2019,596200000,617200000,269900000,85600000,-7500000,-4400000,,,,,343600000,-70200000,,-399300000,-475100000,-68700000,9700000,-112500000,-181600000,-309600000
APH,6/30/2019,65820,USD,2019,Q2,7/26/2019,7/26/2019,596200000,617600000,290900000,77800000,-49200000,2900000,,,,,322400000,-74200000,,-356900000,-428000000,-68500000,399500000,-182700000,126600000,12600000
APH,9/30/2019,65820,USD,2019,Q3,10/25/2019,10/23/2020,593200000,612000000,282400000,72000000,52800000,5000000,,,,,412200000,-71500000,,-135000000,-207900000,-68300000,15600000,-117200000,-191400000,-13000000
APH,12/31/2019,65820,USD,2019,Q4,2/12/2020,10/23/2020,594400000,616400000,320800000,76700000,96400000,-69800000,,,,,424100000,-71700000,,-46200000,-117800000,-74000000,-366500000,56800000,-402000000,-78100000
APH,3/31/2020,65820,USD,2020,Q1,4/24/2020,4/30/2021,594800000,613000000,243200000,72100000,28800000,40200000,,,,,384300000,-59600000,,-16500000,-70400000,-74400000,1501000000,-227200000,1187400000,1481100000
APH,6/30/2020,65820,USD,2020,Q2,7/24/2020,4/30/2021,593200000,607800000,260500000,71500000,8300000,27800000,,,,,368100000,-66800000,,0,-81300000,-74000000,-1345900000,122500000,-1378800000,-1084000000
APH,9/30/2020,65820,USD,2020,Q3,10/23/2020,7/30/2021,597600000,616400000,349400000,74400000,8100000,-33300000,,,,,398600000,-67600000,,-33800000,-110800000,-74600000,-2300000,-97900000,-192800000,132200000
APH,12/31/2020,65820,USD,2020,Q4,2/10/2021,10/29/2021,598400000,622800000,360200000,90100000,56100000,-65400000,,,,,441000000,-70100000,,-100000,-71000000,-74600000,-1400000,-53000000,-132400000,281500000
APH,3/31/2021,65820,USD,2021,Q1,4/30/2021,4/29/2022,598500000,624100000,331800000,76700000,33300000,-120800000,,,,,321000000,-77500000,2300000,-185600000,-263200000,-86800000,812300000,-131700000,586200000,625600000
APH,6/30/2021,65820,USD,2021,Q2,7/30/2021,4/29/2022,598500000,624100000,368900000,102600000,18500000,-79000000,,,,,387700000,-104200000,300000,-1345400000,-1461500000,-86600000,203300000,-85100000,33800001,-1030699999
APH,9/30/2021,65820,USD,2021,Q3,10/29/2021,7/29/2022,597700000,625800000,421700000,95200000,33300000,-221800000,,,,,360800000,-90100000,-1300000,0,-90000000,-86600000,43100000,-93300000,-181700001,82699999
APLS,9/30/2017,1873240,USD,2017,Q3,10/31/2017,11/13/2018,106630000,106630000,-11573273,,545537,-110132,,,,,-11137868,,,,,,,19904847,19334629,8196761
APLS,12/31/2017,1873240,USD,2017,Q4,1/31/2018,2/27/2020,106630000,106630000,-18255896,,4189838,-1466746,,,,,-15532804,,,,,,46112694,131357573,178040485,162507681
APLS,3/31/2018,1873240,USD,2018,Q1,4/30/2018,5/7/2019,106630000,106630000,-21736304,,1835885,-3034830,,,,,-22935249,,,,,,,225361,222697,-22712552
APLS,6/30/2018,1873240,USD,2018,Q2,7/31/2018,7/31/2019,106630000,106630000,-33334302,,2388851,250574,,,,,-30694877,,,,,,,131600776,131603440,100908563
APLS,9/30/2018,1873240,USD,2018,Q3,11/13/2018,11/5/2019,106630000,106630000,-35545923,,2196038,217437,,,,,-33132448,,,,,,,-16008,-38434,-33198722
APLS,12/31/2018,1873240,USD,2018,Q4,2/26/2019,2/25/2021,106630000,106630000,-36885471,,1966226,-9559181,,,,,-44478426,,,,-18000,,,110871,133297,-44373289
APLS,3/31/2019,1873240,USD,2019,Q1,5/7/2019,4/29/2020,106630000,106630000,-50574000,41000,6699000,8274000,,,,,-35560000,-875000,,,-875000,,-21701000,110119000,148418000,111979000
APLS,6/30/2019,1873240,USD,2019,Q2,7/31/2019,7/30/2020,106630000,106630000,-71091000,46000,13382000,17756000,,,,,-39907000,-192000,,,-192000,,0,964000,40964000,881000
APLS,9/30/2019,1873240,USD,2019,Q3,11/5/2019,11/2/2020,106630000,106630000,-69824000,66000,6176000,9985000,,,,,-53597000,-471000,,,-471000,,326400000,930000,198950000,144867000
APLS,12/31/2019,1873240,USD,2019,Q4,2/27/2020,2/28/2022,106630000,106630000,-113218000,87000,13925000,17135000,,,,,-82071000,-155000,,,-155000,,-120488000,697000,209000,-82010000
APLS,3/31/2020,1873240,USD,2020,Q1,4/29/2020,4/28/2021,106630000,106630000,-168822000,85000,79751000,-19363000,,,,,-108349000,-435000,-227419000,,-227854000,,,383267000,403267000,66912000
APLS,6/30/2020,1873240,USD,2020,Q2,7/30/2020,8/9/2021,106630000,106630000,-118617000,95000,12300000,11928000,,,,,-94294000,-538000,-287269000,,-287807000,,323074000,1706000,281668000,-100301000
APLS,9/30/2020,1873240,USD,2020,Q3,11/2/2020,11/8/2021,106630000,106630000,-135700000,190000,14455000,21231000,,,,,-99824000,-3738000,202501000,,198763000,,-200000,1126000,926000,98219000
APLS,12/31/2020,1873240,USD,2020,Q4,2/25/2021,2/28/2022,106630000,106630000,78265000,267000,57657000,5790000,,,,,141979000,-711000,620000,,-91000,,0,6317000,6317000,150230000
APLS,3/31/2021,1873240,USD,2021,Q1,4/28/2021,5/4/2022,106630000,106630000,-183659000,282000,75150000,-45087000,,,,,-153314000,-484000,-146281000,,-146765000,,,2588000,1632000,-300058000
APLS,6/30/2021,1873240,USD,2021,Q2,8/9/2021,8/8/2022,106630000,106630000,-219191000,442000,39227000,50834000,,,,,-128688000,-248000,130000000,,129752000,,-4000000,8760000,4526000,5349000
APLS,9/30/2021,1873240,USD,2021,Q3,11/8/2021,8/8/2022,106630000,106630000,-195571000,282000,85152000,-58488000,,,,,-168625000,-352000,180001000,,179649000,,0,2481000,2120000,12972000
APO,12/31/2020,817726,USD,2020,Q4,2/19/2021,2/25/2022,227934859,227934859,1075461000,5770000,-4159605000,-52772000,,,,,-3131146000,-11478000,-855374000,39055000,-830192000,-120811000,2791204000,0,3766000000,-195338000
APO,3/31/2021,817726,USD,2021,Q1,5/10/2021,5/10/2022,230003502,230003502,1518503000,6052000,-2248146000,494840000,,,,,-228751000,-5504000,-268000,56006000,18863000,-144282000,56130000,690000000,1176953000,967065000
APO,6/30/2021,817726,USD,2021,Q2,8/6/2021,5/10/2022,230003502,230003502,1505460000,6978000,-241416000,50893000,,,,,1321915000,-7742000,783144000,-56006000,752973000,-260567000,-612959000,0,-1353134000,721754000
APO,9/30/2021,817726,USD,2021,Q3,11/8/2021,8/9/2022,233539355,233539355,631417000,6865000,454780000,-350647000,,,,,742415000,-14483000,-762954000,,-814024000,-212909000,-180213000,345000000,-268143000,-339752000
APOG,2/28/2017,327543,USD,2016,Q4,4/28/2017,4/30/2018,28703000,28825000,23119000,11337000,2719000,14011000,,,,,51186000,-25229000,32046000,-137932000,-124556000,-3980000,44592000,0,41484000,-32136000
APOG,5/31/2017,327543,USD,2017,Q1,7/12/2017,7/12/2018,28851000,28861000,16104000,11423000,2720000,-24335000,,,,,5912000,-11430000,1685000,,-8003000,-4002000,6000000,,402000,-1642000
APOG,8/31/2017,327543,USD,2017,Q2,10/12/2017,10/9/2018,28850000,28908000,17408000,13639000,-1613000,5463000,,,,,34897000,-15331000,-2850000,-184826000,-203650000,-3992000,184200000,-10833000,171118000,3873000
APOG,11/30/2017,327543,USD,2017,Q3,1/11/2018,1/10/2019,28736000,28818000,23647000,14712000,-1165000,-11764000,,,,,25430000,-11932000,299000,0,-11791000,-3977000,-26200000,0,-29846000,-16683000
APOG,2/28/2018,327543,USD,2017,Q4,4/30/2018,4/30/2018,27699000,28629000,22329000,15069000,9064000,14762000,,,,,61224000,-14503000,1098000,1977000,-2290000,-4422000,-13885000,-22843000,-43340000,14348000
APOG,5/31/2018,327543,USD,2018,Q1,7/12/2018,7/12/2018,28189000,28437000,15373000,14050000,5168000,-9248000,,,,,25343000,-8621000,-6124000,,-16230000,-4410000,-2000000,,-7131000,2261000
APOG,8/31/2018,327543,USD,2018,Q2,10/9/2018,10/9/2018,28128000,28379000,20514000,12407000,8567000,-18902000,,,,,22586000,-14846000,2001000,0,-13569000,-4413000,10500000,0,5873000,14345000
APOG,11/30/2018,327543,USD,2018,Q3,1/10/2019,1/10/2019,27836000,28156000,21891000,11921000,7141000,-18238000,,,,,22715000,1932000,930000,0,2862000,-4357000,8000000,-23313000,-19913000,5432000
APOG,2/28/2019,327543,USD,2018,Q4,4/26/2019,4/26/2019,27055000,27356000,-12084000,11420000,-12759000,39202000,,,,,25779000,-26849000,90000,0,-26759000,-4684000,13500000,-20013000,-11155000,-12156000
APOG,5/31/2019,327543,USD,2019,Q1,7/11/2019,7/11/2019,26597000,26843000,15443000,11102000,9196000,-45483000,,,,,-9742000,-11198000,232000,,-12022000,-4598000,47500000,-20010000,21622000,-285000
APOG,8/31/2019,327543,USD,2019,Q2,10/3/2019,10/8/2020,26413000,26735000,19279000,11657000,7368000,-10760000,,,,,27544000,-11361000,-232000,,-10988000,-4605000,-20500000,0,-26328000,-9511000
APOG,11/30/2019,327543,USD,2019,Q3,1/9/2020,10/8/2020,26433000,26750000,15234000,11922000,4504000,4139000,,,,,35799000,-18026000,,,-18432000,-4605000,-21500000,0,-26196000,-8915000
APOG,2/29/2020,327543,USD,2019,Q4,4/24/2020,1/7/2021,26453000,26588000,11958000,12114000,4709000,24880000,,,,,53661000,-5536000,756000,,-5596000,-4906000,-33000000,-5130000,-43612000,4422000
APOG,5/31/2020,327543,USD,2020,Q1,7/9/2020,7/1/2021,26168000,26418000,2876000,12540000,4652000,3908000,,,,,23976000,-8606000,,,-9688000,-4872000,-7000000,-4731000,-17334000,-3316000
APOG,8/31/2020,327543,USD,2020,Q2,10/8/2020,7/1/2021,26156000,26596000,17658000,12744000,13026000,17926000,,,,,61354000,-5618000,,,-5529000,-4879000,-43319000,0,-48728000,7365000
APOG,11/30/2020,327543,USD,2020,Q3,1/7/2021,9/30/2021,25880000,26036000,37273000,12716000,-16387000,1580000,,,,,35182000,20832000,,,20735000,-4795000,751000,-14544000,-19636000,36412000
APOG,2/28/2021,327543,USD,2020,Q4,4/22/2021,1/6/2022,25616000,26166000,-42371000,13440000,62394000,-12112000,,,,,21351000,-7665000,-949000,,-7665000,-5055000,-3571000,-12147000,-22178000,-8136000
APOG,5/31/2021,327543,USD,2021,Q1,7/1/2021,7/1/2022,25955000,26304000,10817000,12980000,5771000,-22685000,,,,,6883000,-4267000,,,-4148000,-5035000,,-8510000,-14257000,-10808000
APOG,8/31/2021,327543,USD,2021,Q2,9/30/2021,7/1/2022,25271000,25637000,-2116000,12828000,13772000,23540000,,,,,48024000,-4562000,,,-4615000,-5025000,-2000000,-9794000,-17960000,24735000
APOG,11/30/2021,327543,USD,2021,Q3,1/6/2022,9/29/2022,25955000,26304000,11058000,12545000,7551000,230000,,,,,31384000,-2894000,,,-2884000,-4990000,0,-6745000,-11777000,17068000
APPF,12/31/2016,959861,USD,2016,Q4,2/27/2017,2/28/2019,33657000,33657000,-1289000,2823000,1540000,3703000,,,,,6777000,-682000,-4674000,0,-3743000,,1000,92000,62000,3096000
APPF,3/31/2017,959861,USD,2017,Q1,5/5/2017,4/30/2018,33706000,34765000,660000,2996000,1127000,-976000,,,,,3807000,-392000,-6537000,,-5475000,,0,145000,-1062000,-2730000
APPF,6/30/2017,959861,USD,2017,Q2,8/7/2017,7/30/2018,33838000,34993000,2797000,3114000,1606000,542000,,,,,8059000,-445000,-9060000,,-8742000,,0,241000,103000,-580000
APPF,9/30/2017,959861,USD,2017,Q3,11/6/2017,10/29/2018,33907000,35515000,3682000,3237000,1691000,1080000,,,,,9690000,-843000,-1985000,0,-2157000,,0,122000,-141000,7392000
APPF,12/31/2017,959861,USD,2017,Q4,2/26/2018,2/28/2019,33945000,35331000,2577000,3352000,1793000,93000,,,,,7815000,-533000,-9051000,0,-6454000,,0,155000,-33000,1328000
APPF,3/31/2018,959861,USD,2018,Q1,4/30/2018,5/2/2019,34070000,35300000,4320000,3500000,1397000,-5875000,,,,,3342000,-263000,-15568000,0,-10471000,,0,470000,-431000,-7560000
APPF,6/30/2018,959861,USD,2018,Q2,7/30/2018,7/29/2019,34174000,35422000,7474000,3579000,1404000,-745000,,,,,11712000,-317000,-5259000,0,-846000,,0,188000,-1405000,9461000
APPF,9/30/2018,959861,USD,2018,Q3,10/29/2018,10/28/2019,34218000,35850000,5524000,3705000,1783000,-1465000,,,,,9547000,-1160000,-7256000,-14441000,-13467000,,0,55000,-345000,-4265000
APPF,12/31/2018,959861,USD,2018,Q4,2/28/2019,3/1/2021,34050000,35676000,2649000,3792000,1977000,3249000,,,,,11667000,-362000,52286000,0,20140000,,50000000,-21240000,28527000,60334000
